0.000000	71.086291
0.010000	50.816118
0.020000	53.916008
0.030000	55.450255
0.040000	50.576542
0.050000	53.361464
0.060000	50.594541
0.070000	52.330367
0.080000	51.272673
0.090000	52.472753
0.100000	51.274073
0.110000	50.794721
0.120000	51.390661
0.130000	50.331967
0.140000	50.430357
0.150000	51.455854
0.160000	50.537946
0.170000	50.033597
0.180000	49.740626
0.190000	48.873513
0.200000	50.543146
0.210000	49.537446
0.220000	49.416858
0.230000	49.070893
0.240000	48.649535
0.250000	49.351665
0.260000	48.948505
0.270000	48.324968
0.280000	48.056594
0.290000	47.998400
0.300000	47.554445
0.310000	47.883612
0.320000	48.039796
0.330000	47.764624
0.340000	47.396260
0.350000	46.322568
0.360000	46.572343
0.370000	46.643936
0.380000	46.327967
0.390000	47.305869
0.400000	45.944806
0.410000	45.638236
0.420000	45.940806
0.430000	45.239076
0.440000	45.999600
0.450000	45.389861
0.460000	44.994101
0.470000	45.239676
0.480000	44.259974
0.490000	43.193081
0.500000	44.393561
0.510000	44.766323
0.520000	44.976502
0.530000	44.281972
0.540000	43.978002
0.550000	43.767223
0.560000	42.735726
0.570000	43.244676
0.580000	42.854515
0.590000	42.696330
0.600000	43.239276
0.610000	43.189081
0.620000	42.173383
0.630000	42.230377
0.640000	41.563044
0.650000	42.142986
0.660000	42.139186
0.670000	42.141986
0.680000	41.915608
0.690000	43.151685
0.700000	41.072293
0.710000	41.716228
0.720000	40.608939
0.730000	41.277672
0.740000	42.025197
0.750000	41.012699
0.760000	40.504550
0.770000	40.433157
0.780000	41.484852
0.790000	40.440556
0.800000	41.040096
0.810000	41.039896
0.820000	40.333567
0.830000	40.090991
0.840000	39.404460
0.850000	39.567443
0.860000	39.475852
0.870000	40.127587
0.880000	39.128887
0.890000	38.868113
0.900000	39.446255
0.910000	38.632337
0.920000	38.614339
0.930000	38.728127
0.940000	38.829117
0.950000	37.952205
0.960000	37.988801
0.970000	37.986801
0.980000	38.231577
0.990000	38.181982
1.000000	38.197380
1.010000	37.553245
1.020000	37.425257
1.030000	37.027897
1.040000	37.079092
1.050000	37.053095
1.060000	37.064094
1.070000	36.760124
1.080000	37.061094
1.090000	36.936906
1.100000	36.648935
1.110000	36.506349
1.120000	36.491551
1.130000	35.986401
1.140000	36.778522
1.150000	35.969803
1.160000	35.683432
1.170000	36.346565
1.180000	35.733627
1.190000	35.705229
1.200000	35.276472
1.210000	35.617838
1.220000	35.936006
1.230000	35.185281
1.240000	35.745425
1.250000	35.451455
1.260000	34.779722
1.270000	34.240376
1.280000	34.597140
1.290000	34.916508
1.300000	34.462754
1.310000	34.423958
1.320000	34.519948
1.330000	34.585741
1.340000	34.671133
1.350000	34.855714
1.360000	34.425157
1.370000	34.528147
1.380000	34.356164
1.390000	34.011999
1.400000	34.206579
1.410000	33.832217
1.420000	33.275872
1.430000	33.775622
1.440000	32.866113
1.450000	33.484652
1.460000	33.561444
1.470000	32.749325
1.480000	32.935906
1.490000	33.662034
1.500000	32.771923
1.510000	32.961304
1.520000	33.060294
1.530000	32.857714
1.540000	32.934507
1.550000	32.775522
1.560000	32.372163
1.570000	32.143986
1.580000	31.733227
1.590000	32.701730
1.600000	32.186381
1.610000	32.272973
1.620000	32.159384
1.630000	31.951805
1.640000	32.060394
1.650000	31.794421
1.660000	31.640036
1.670000	31.474253
1.680000	31.835816
1.690000	31.381062
1.700000	31.268073
1.710000	31.801420
1.720000	31.109489
1.730000	30.906909
1.740000	31.064294
1.750000	31.193481
1.760000	31.089691
1.770000	31.134887
1.780000	30.381162
1.790000	30.589541
1.800000	31.126087
1.810000	30.486751
1.820000	30.096190
1.830000	30.598740
1.840000	30.480152
1.850000	30.118788
1.860000	29.744026
1.870000	30.174783
1.880000	29.749425
1.890000	29.699230
1.900000	30.171383
1.910000	29.676232
1.920000	30.074993
1.930000	29.903210
1.940000	29.560444
1.950000	30.004400
1.960000	29.198880
1.970000	29.426057
1.980000	29.613839
1.990000	29.489851
2.000000	29.425057
2.010000	29.117688
2.020000	29.545245
2.030000	28.897910
2.040000	28.819718
2.050000	28.879912
2.060000	28.629137
2.070000	28.651535
2.080000	28.880112
2.090000	28.453355
2.100000	28.759124
2.110000	28.533147
2.120000	28.340366
2.130000	28.294771
2.140000	28.027597
2.150000	28.330367
2.160000	28.291371
2.170000	28.009199
2.180000	28.364564
2.190000	28.223778
2.200000	27.929607
2.210000	27.458054
2.220000	27.674633
2.230000	27.574843
2.240000	28.109989
2.250000	27.697230
2.260000	27.797820
2.270000	27.585241
2.280000	27.515448
2.290000	27.101890
2.300000	27.185281
2.310000	27.181482
2.320000	27.354665
2.330000	26.932707
2.340000	27.112689
2.350000	27.297470
2.360000	26.810119
2.370000	26.966103
2.380000	27.003100
2.390000	26.508749
2.400000	26.758324
2.410000	26.774523
2.420000	26.764724
2.430000	26.736126
2.440000	26.614539
2.450000	26.276172
2.460000	26.669733
2.470000	26.488551
2.480000	26.443556
2.490000	26.566743
2.500000	25.913609
2.510000	26.224778
2.520000	26.032397
2.530000	26.171183
2.540000	25.937206
2.550000	26.256974
2.560000	25.768223
2.570000	25.662634
2.580000	25.688831
2.590000	25.701230
2.600000	25.406659
2.610000	25.412859
2.620000	25.765023
2.630000	25.452655
2.640000	25.455254
2.650000	25.279472
2.660000	25.638836
2.670000	25.582242
2.680000	25.341666
2.690000	25.346865
2.700000	25.705829
2.710000	24.956304
2.720000	25.048495
2.730000	25.362264
2.740000	24.859114
2.750000	24.925707
2.760000	24.569743
2.770000	24.870313
2.780000	24.502550
2.790000	24.886711
2.800000	25.071293
2.810000	24.435356
2.820000	24.544346
2.830000	24.531347
2.840000	24.431357
2.850000	24.483552
2.860000	24.476552
2.870000	24.575342
2.880000	24.351365
2.890000	24.255174
2.900000	23.980202
2.910000	23.914409
2.920000	24.221778
2.930000	24.157384
2.940000	24.167183
2.950000	23.981202
2.960000	23.720028
2.970000	24.162984
2.980000	23.824018
2.990000	23.791021
3.000000	23.747625
3.010000	23.754825
3.020000	23.730827
3.030000	23.590841
3.040000	23.810019
3.050000	23.904810
3.060000	23.511449
3.070000	23.471453
3.080000	23.552645
3.090000	23.254675
3.100000	23.352665
3.110000	23.486851
3.120000	23.427457
3.130000	23.209079
3.140000	23.105689
3.150000	22.940706
3.160000	23.114289
3.170000	22.953105
3.180000	22.911309
3.190000	23.124288
3.200000	22.860314
3.210000	22.917908
3.220000	23.029697
3.230000	22.807719
3.240000	22.818918
3.250000	22.879312
3.260000	22.539346
3.270000	22.343966
3.280000	22.572343
